File;ORM_check;ORM_invited_or_challange;IRM_check;IRM_invited_or_challange;Folder;ID;Start Date;End Date;Process Category;Tribe;Type
;;;;;Hypotheken - WUB/Unsecured mailen/2025-01-13 Brief 1 verzoek gebruik EAdviseur (Unsecured emailen);3539;2025-01-13 00:00:00;2025-02-25 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Persoonlijke Lening/Persoonlijke Lening/2025-01-14 Mobility Budget Expansion for Instant Lending;3540;2025-01-14 00:00:00;2025-02-19 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Digital Sales/Investments - Verdi/2025-01-14 Extra communicatie verlenging EB cashback Q1 2025;3545;2025-01-14 00:00:00;2025-01-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Sparen/Spaardeposito/2025-01-16 Promotion on Term Deposit (POTD);3550;2025-01-16 00:00:00;2025-03-03 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Current accounts/Zakelijke rekening/2025-01-16 Activate reserved account WB;3552;2025-01-16 00:00:00;2025-03-03 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Current accounts/Betaalrekening/2025-01-20 expanding flyer centres fairs b2b;3557;2025-01-20 00:00:00;2025-01-30 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Private Banking _ Wealth/Salespitches/2025-01-22 Salespitch Private Markets;3563;2025-01-22 00:00:00;2025-01-22 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-22 Eenvoudig Beleggen  excuse email Dec 2024;3564;2025-01-22 00:00:00;2025-01-29 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/Z_Other/2025-01-22 Display components of variable rates on historic mortgage rate page on ing.nl;3565;2025-01-22 00:00:00;2025-02-10 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Private Banking _ Wealth/Salespitches/2025-01-23 Sheets Terugvorderen bronbelasting Maatwerk Vermogensbeheer;3577;2025-01-23 00:00:00;2025-02-04 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;3578;2025-01-23 00:00:00;2025-04-14 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-24 Acov for exit survey;3583;2025-01-24 00:00:00;2025-02-06 00:00:00;Communication;Tribe Investments;Change
;;;;;KYC/Process change/2025-01-27 EPIC PPMEPIC0037846Feature 5445133  Improve the IVR Hithandling process;3584;2025-01-27 00:00:00;2025-03-19 00:00:00;Other change (non-PAP);Tribe KYC Services;Change
;;;;;Hypotheken/Adviesteam Wonen/2025-01-27 Normkader Passend Advies 15 feb 2025;3587;2025-01-27 00:00:00;2025-03-05 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Lenen zakelijk/Z_Other/2025-01-28 PAIS database  Sustainable loan flagging;3589;2025-01-28 00:00:00;2025-04-14 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Beleggingsrekeningen/Vermogensadvies/2025-01-28 Private Markets dvp;3591;2025-01-28 00:00:00;2025-04-09 00:00:00;Other change (non-PAP);Tribe Investments;Change
;;;;;Current accounts/Betaalrekening/2025-01-28 English language discliamer;3592;2025-01-28 00:00:00;2025-02-20 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Hypotheken - WUB/Z_Other/2025-01-30 Self Service Rente Inregelen;3598;2025-01-30 00:00:00;2025-03-25 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2025-01-30 I am expat advertorial Feb 2024;3599;2025-01-30 00:00:00;2025-02-20 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Hypotheken/ILM/2025-02-03 Webpage foundation risk;3604;2025-02-03 00:00:00;2025-03-20 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Private Banking _ Wealth/Z_Other/2025-02-03 LinkedIn post  artikel Investment Officer modelportefeuille grootbanken;3607;2025-02-03 00:00:00;2025-02-04 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Hypotheken/Z_Other/2025-02-05 Update basisinformatie to include climate risks;3615;2025-02-05 00:00:00;2025-02-17 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-02-05 DPM Strategy Allocation and Strategy positions  new entry points;3616;2025-02-05 00:00:00;2025-02-21 00:00:00;Communication;Tribe Investments;Change
;;;;;Customer IT Systems & Processes/Other/2025-02-06 Adding web and minors to GenAI chatbot;3618;2025-02-06 00:00:00;2025-02-26 00:00:00;Other change (non-PAP);Tribe Assisted Channels;Change
;;;;;Hypotheken/Adviesteam Wonen/2025-02-07 Pilot Verhogen telefonisch ATW;3625;2025-02-07 00:00:00;2025-03-12 00:00:00;Risk assessment (non-PAP);Tribe Mortgages;Change
;;;;;Private Banking _ Wealth/Salespitches/2025-02-10 CFMM PriBa Slides;3627;2025-02-10 00:00:00;2025-02-12 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Digital Sales/Investments - Verdi/2025-02-11 Links at top op ZOB product detail page;3633;2025-02-11 00:00:00;2025-02-17 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Investments - Verdi/2025-02-11 Add interest history to EB product detail page;3637;2025-02-11 00:00:00;2025-02-17 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Investments - Verdi/2025-02-11 Small redesign of category page beleggen bij ING;3639;2025-02-11 00:00:00;2025-02-17 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Client Services/Other/2025-02-13 Call interaction English conversations Manilla;3646;2025-02-13 00:00:00;2025-02-13 00:00:00;Other change (non-PAP);Client Services Retail Contact Centre;Change
;;;;;Current accounts/Betaalrekening/2022-02-11 Contenpage Make an appoinment Current Account;365;2022-02-11 00:00:00;2024-10-11 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Customer Intelligence/Z_Other/2025-02-15 Assessment GeoMarktProfiel Data;3655;2025-02-15 00:00:00;2025-04-08 00:00:00;Other change (non-PAP);Tribe Digital & Customer Interactions;Change
;;;;;Current accounts/Vreemde Valutarekening/2025-02-17 Adjustment FCA openings;3659;2025-02-17 00:00:00;2025-02-20 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Beleggingsrekeningen/Z_Other/2025-02-17 Gouden Stier Award 24;3665;2025-02-17 00:00:00;2025-03-31 00:00:00;Communication;Tribe Investments;Change
;;;;;Fraud/Process change/2025-02-18 PoC Intelligence Sharing with Meta;3668;2025-02-18 00:00:00;2025-03-18 00:00:00;Other change (non-PAP);Tribe Fraud & Cyber Security;Change
;;;;;Digital Sales/Investments - Verdi/2025-02-19 English product tiles product shop EBZOB;3669;2025-02-19 00:00:00;2025-02-20 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-02-19 Investments CDPM MVP;3670;2025-02-19 00:00:00;2025-03-05 00:00:00;Other change (non-PAP);Tribe Investments;Change
;;;;;Private Banking _ Wealth/Campagnes/2025-02-19 Private Markets Events 2025;3671;2025-02-19 00:00:00;2025-03-20 00:00:00;Risk assessment (non-PAP);Private Banking & Wealth Mgt (Advice);Change
;;;;;Hypotheken/Z_Other/2025-02-19 Interactive current mortgages interest rate page on ing.nl;3672;2025-02-19 00:00:00;2025-04-16 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Hypotheken/Execution Only Service/2025-02-20 DZA Pilot  Lowering handling costs for sustainable loan part;3679;2025-02-20 00:00:00;2025-03-17 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Current accounts/Zakelijke rekening/2025-02-26 Overrule MagDat for Open Business Current Account;3691;2025-02-26 00:00:00;2025-03-18 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Digital Sales/Facebook Pixel & Google ads/2025-02-27 Meta tracking;3695;2025-02-27 00:00:00;2025-04-21 00:00:00;Other change (non-PAP);Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Z_Other/2025-02-28 FactSet rapportage Duurzaamheid  Uitsluitingen;3696;2025-02-28 00:00:00;2025-03-20 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Vermogensadvies/2025-03-03 Private Markets treshold  model allocations;3697;2025-03-03 00:00:00;2025-04-03 00:00:00;Other change (non-PAP);Tribe Investments;Change
;;;;;Hypotheken/Adviesteam Wonen/2025-03-03 Presentatie Overbruggingshypotheek en dubbele lasten;3701;2025-03-03 00:00:00;2025-03-10 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Payments_Giraal betvk/Z_Other/2025-03-05 8183060 (CASH) COMPLAINTS ON MOBILE;3707;2025-03-05 00:00:00;2025-03-14 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Z_Other/Tribe Business Lending/2025-03-06 Informing ING RM about BIP financing request by IMZ;3714;2025-03-06 00:00:00;2025-03-10 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Digital Sales/Investments - Verdi/2025-03-06 Ghost account investments with disclaimer;3719;2025-03-06 00:00:00;2025-03-06 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken/Adviesteam Wonen/2025-03-11 OHD flyer;3731;2025-03-11 00:00:00;2025-03-19 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Z_Other/2025-03-13 Vrijvallen spaardepositos;3736;2025-03-13 00:00:00;2025-03-19 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2025-03-13 Onboarding fallout retarget survey;3737;2025-03-13 00:00:00;2025-03-14 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Z_Other/2025-03-13 Aanpassingen Content Kijk Vooruit 2025;3741;2025-03-13 00:00:00;2025-04-09 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Mortgages/2025-03-13 Upgrade Check  PDF download;3742;2025-03-13 00:00:00;2025-04-16 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-03-14 Market turmoil communication;3747;2025-03-14 00:00:00;2025-04-02 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Channels/Other/2025-03-17 Configure links in Progressive Disclosure;3749;2025-03-17 00:00:00;2025-03-18 00:00:00;Other change (non-PAP);Tribe Digital Business Banking;Change
;;;;;Digital Sales/Consumer Loans/2025-03-17 Simple Loans Widget;3752;2025-03-17 00:00:00;2025-04-10 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Investments - Verdi/2025-03-18 Activation Selfinvest 30;3754;2025-03-18 00:00:00;2025-03-27 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Customer Data/Process change/2025-03-24 Magdat  adding of new EVA checks;3770;2025-03-24 00:00:00;2025-03-25 00:00:00;Other change (non-PAP);Tribe Digital Business Banking;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-03-24 DPM Cashback Q2 2025;3771;2025-03-24 00:00:00;2025-04-02 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Insurance/2025-03-27 Postcode field on pages (Home Insurance widget);3786;2025-03-27 00:00:00;2025-04-10 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken - WUB/Unsecured mailen/2025-03-28 Emailadressen uit communicatie Stater verwijderen;3792;2025-03-28 00:00:00;2025-04-14 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Credit Cards/Creditcard/2025-03-28 Katsjing Campaign April 2025;3796;2025-03-28 00:00:00;2025-04-04 00:00:00;Communication;Tribe Payments;Change
;;;;;Digital Sales/Z_Other/2025-04-01 Linkbuilding;3804;2025-04-01 00:00:00;2025-04-10 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Investments - Verdi/2025-04-01 Investment Pegasus pages;3819;2025-04-01 00:00:00;2025-04-18 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Current accounts/Z_Other/2025-04-01 Placing automatic holds in seizure process;3823;2025-04-01 00:00:00;2025-04-09 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-04-02 Quarterly report layout improvements;3826;2025-04-02 00:00:00;2025-04-10 00:00:00;Communication;Tribe Investments;Change
;;;;;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;3833;2025-04-02 00:00:00;2025-04-03 00:00:00;Communication;Tribe Business Lending;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2025-04-03 20250403 Campaign Katsjing 2025;3839;2025-04-03 00:00:00;2025-04-15 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-04-07 Beleggingsaanpak in onzekere tijden emails (DPM en EB);3851;2025-04-07 00:00:00;2025-04-09 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Z_Other/2025-04-08 Excuusbrief TOB;3854;2025-04-08 00:00:00;2025-04-08 00:00:00;Communication;Tribe Investments;Change
;;;;;Z_Other/Tribe Payments/2024-10-08 Migration Second Line fiat process DBNL to PSS;3864;2024-10-08 00:00:00;2025-04-10 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Current accounts/Betaalrekening/2025-04-10 Deposit salary 50 euro cashback legal expenses insurance;3867;2025-04-10 00:00:00;2025-04-15 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Sparen/Oranje Spaarrekening/2025-04-10 Inapp campaign to stimulate automatic saving;3869;2025-04-10 00:00:00;2025-04-10 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Easy Banking/Communication/2025-04-11 Katsjing campagn;3870;2025-04-11 00:00:00;2025-04-15 00:00:00;Communication;Easy Banking;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2025-04-14 SFDR periodic reports 2024;3875;2025-04-14 00:00:00;2025-04-18 00:00:00;Communication;Tribe Investments;Change
;;;;;;3892;2025-04-18 00:00:00;2025-04-18 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Salespitches/2022-02-25 Charity slides in salespitch;421;2022-02-25 00:00:00;2025-01-22 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;C:/Users/TE61EI/ING/Product Evaluation and Risk Assessment Library (PEARL) - Documents/Pearl_Repository/Payments Cards Issuing/Betaalpas particulier (cards issuing)/2022-03-15 EMVOV Part 2 IBANPANkoppeling;455;2022-03-15 00:00:00;2024-03-01 00:00:00;Risk assessment (non-PAP);Tribe Payments;Change
;;;;;Beleggingsrekeningen/Z_Other/2022-03-24 Beleggersbarometer;479;2022-03-24 00:00:00;2024-05-23 00:00:00;Communication;Tribe Investments;Change
;;;;;Payments_Giraal betvk/iDEAL 2.0/2022-04-06 Ideal 2.0 Release 2;498;2022-04-06 00:00:00;2025-01-16 00:00:00;Significant change financial product/-service/channel (PAP);Tribe Payments;Change
;;;;;Commercial Finance/Other/2022-04-01 Dukebox;501;2022-04-01 00:00:00;2024-09-16 00:00:00;Significant change financial product/-service/channel (PAP);Commercial Finance;Change
;;;;;Beleggingsrekeningen/Z_Other/2022-04-02 MiFID II Sustainability;504;2022-04-02 00:00:00;2024-09-27 00:00:00;Significant change financial product/-service/channel (PAP);Tribe Investments;Change
;;;;;KYC/Process change/2022-04-08 Daily batch driven events (FEC related);519;2022-04-08 00:00:00;2024-10-30 00:00:00;Risk assessment (non-PAP);Tribe KYC Services;Change
;;;;;Payments_Giraal betvk/Z_Other/2022-04-11 EPIC0092399 DiBo preperation next steps;522;2022-04-11 00:00:00;2024-11-15 00:00:00;Significant change financial product/-service/channel (PAP);Tribe Payments;Change
;;;;;Facility Management/Other/2022-04-15 TBS;538;2022-04-15 00:00:00;2024-06-11 00:00:00;Risk assessment (non-PAP);CREFS;Change
;;;;;KYC/Process change/2022-04-26 ING Hub KYC onboarding event triggers and CDD  LR NR  mass sme mid corp and priba;565;2022-04-26 00:00:00;2025-04-09 00:00:00;Risk assessment (non-PAP);Tribe KYC Services;Change
;;;;;C:/Users/TH74IH/ING/Product Evaluation and Risk Assessment Library (PEARL) - Documents/Pearl_Repository/Payments Cards Issuing/Betaalpas particulier (cards issuing)/2022-05-18 VDDMC Pilot;655;2022-05-18 00:00:00;2024-10-07 00:00:00;Risk assessment (non-PAP);Tribe Payments;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2022-06-13 Awareness and consideration experiment;721;2022-06-13 00:00:00;2024-04-11 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Z_Other/2022-06-27 New Yield Graphs Investments in Mobile Banking App;770;2022-06-27 00:00:00;2024-09-19 00:00:00;Communication;Tribe Investments;Change
;;;;;Betalen-Roodstand/ING Rood Staan voor studenten/2022-07-04 Terms and conditions change (tap closed Lapwing);794;2022-07-04 00:00:00;2024-10-30 00:00:00;Termination of financial product/-service/channel (PAP);Consumer Lending & Insurance;Change
;;;;;Z_Other/Tribe Digital & Customer Interactions/2022-07-08 remove SSO dialogue;811;2022-07-08 00:00:00;2024-07-09 00:00:00;Other change (non-PAP);Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Digital & Customer Interactions/2022-07-08 reassessment biometrics;812;2022-07-08 00:00:00;2024-07-09 00:00:00;Other change (non-PAP);Tribe Digital & Customer Interactions;Change
;;;;;Lenen zakelijk/Z_Other/2022-07-20 Implementation Cocoa frontend in Blend Apply Credit;843;2022-07-20 00:00:00;2024-08-26 00:00:00;Risk assessment (non-PAP);Tribe Business Lending;Change
;;;;;Pakketten/Oranjepakket met korting/2022-07-29 Remove paper services from Oranje Pakket met Korting STRY3525942;879;2022-07-29 00:00:00;2024-10-11 00:00:00;Termination of financial product/-service/channel (PAP);Tribe Daily Banking & Digital First;Change
;;;;;Commercial Finance/Other/2022-08-08 Supplyfy import finance;899;2022-08-08 00:00:00;2024-08-28 00:00:00;Risk assessment (non-PAP);Commercial Finance;Change
;;;;;Persoonlijke Lening/Persoonlijke Lening/2022-08-19 MLA is sufficient NDI is not sufficient;929;2022-08-19 00:00:00;2025-04-04 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2022-08-22 Check need for identification;934;2022-08-22 00:00:00;2024-10-11 00:00:00;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Beleggingsrekeningen/Z_Other/2022-08-23 Change QI status DB  NL (EPIC0100249);939;2022-08-23 00:00:00;2024-09-27 00:00:00;Risk assessment (non-PAP);Tribe Investments;Change
;;;;;Payments Acquiring/Accepteren betaalpas (cards acquiring)/2022-08-29 Merchant Approved Transactions (MAT);951;2022-08-29 00:00:00;2024-03-12 00:00:00;Risk assessment (non-PAP);Tribe Payments;Change
;;;;;Customer IT Systems & Processes/Process change/2022-08-31 Automisation of Authorisation and Identification through call;956;2022-08-31 00:00:00;2024-10-22 00:00:00;Risk assessment (non-PAP);Tribe Assisted Channels;Change
;;;;;Digital Sales/Consumer Loans/2022-09-06 Enticement think active algemeen 1325;971;2022-09-06 00:00:00;2024-03-25 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Consumer Loans/2022-09-12 ACOV 6440 verbouwen;994;2022-09-12 00:00:00;2024-03-25 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Zelf op de Beurs/2022-09-12 NN Dutch Fund Merger;997;2022-09-12 00:00:00;2024-09-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken - WUB/WUB Hypotheek met Beleggingsrekening/2024-04-15 Intermediate Review product;2693;2024-04-15 00:00:00;2024-08-28 00:00:00;;;Review
;;;;;Hypotheken - WUB/WUB Balanced Life Hypotheek/2024-08-19 Intermediate Review product;3061;2024-08-19 00:00:00;2024-10-23 00:00:00;;;Review
;;;;;Hypotheken - WUB/WUB BankSpaar Loyaal Hypotheek/2024-08-20 Intermediate Review product;3078;2024-08-20 00:00:00;2024-10-23 00:00:00;;;Review
;;;;;Hypotheken - WUB/WUB Lage Lasten Hypotheek/2024-08-19 Intermediate Review product;3068;2024-08-19 00:00:00;2024-10-23 00:00:00;;;Review
;;;;;Hypotheken/Krediethypotheek/2024-09-30 Intermediate Review product;3216;2024-09-30 00:00:00;2025-01-19 00:00:00;;;Review
;;;;;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;3248;2024-10-14 00:00:00;2025-01-29 00:00:00;;;Review
;;;;;Hypotheken - WUB/WUB Hypotheek met Levensverzekering/2024-11-20 Intermediate Review product;3403;2024-11-20 00:00:00;2025-01-29 00:00:00;;;Review
;;;;;Current accounts/Overstapservice/2023-11-07 Initial Review product;2293;2023-11-07 00:00:00;2024-04-25 00:00:00;;;Review
;;;;;Sparen/Groei Groter Rekening/2023-09-14 Initial Review product;2115;2023-09-14 00:00:00;2024-01-24 00:00:00;;;Review
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-01-03 Complete Review product;2380;2024-01-03 00:00:00;2024-03-27 00:00:00;;;Review
;;;;;Hypotheken/Buitenlandhypotheek/2024-02-29 Initial Review product;2556;2024-02-29 00:00:00;2024-08-28 00:00:00;;;Review
;;;;;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;3267;2024-10-17 00:00:00;2024-12-18 00:00:00;;;Review
;;;;;Lenen zakelijk/Groenlening/2024-04-22 Initial Review product;2724;2024-04-22 00:00:00;2024-08-28 00:00:00;;;Review
;;;;;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;3267;2024-10-17 00:00:00;2024-12-18 00:00:00;;;Review
;;;;;Hypotheken/Jachthypotheek/2024-02-29 Initial Review product;2555;2024-02-29 00:00:00;2024-09-25 00:00:00;;;Review
;;;;;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;3267;2024-10-17 00:00:00;2024-12-18 00:00:00;;;Review
;;;;;Hypotheken/Watervilla hypotheek/2024-02-26 Initial Review product;2540;2024-02-26 00:00:00;2024-09-25 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-01-08 Complete Review multiple products;2384;2024-01-08 00:00:00;2024-05-30 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-01-08 Complete Review multiple products;2384;2024-01-08 00:00:00;2024-05-30 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-01-08 Complete Review multiple products;2384;2024-01-08 00:00:00;2024-05-30 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-01-08 Complete Review multiple products;2384;2024-01-08 00:00:00;2024-05-30 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-01-08 Complete Review multiple products;2384;2024-01-08 00:00:00;2024-05-30 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-01-08 Complete Review multiple products;2384;2024-01-08 00:00:00;2024-05-30 00:00:00;;;Review
riskjourneytool review  - pensioenspaarrekening 2024  7-11-2024.xlsm;ORM;To be invited for challenge;IRM;;Sparen/Pensioenspaarrekening/2024-08-19 Intermediate Review product;3065;2024-08-19 00:00:00;2024-11-26 00:00:00;;;Review
riskjourneytool review  - pensioenspaarrekening 2024.xlsm;ORM;To be invited for challenge;IRM;;Sparen/Pensioenspaarrekening/2024-08-19 Intermediate Review product;3065;2024-08-19 00:00:00;2024-11-26 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Sparen/Pensioenspaarrekening/2024-08-19 Intermediate Review product;3065;2024-08-19 00:00:00;2024-11-26 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Beleggingsrekeningen/Zelf op de Beurs/2024-09-20 Intermediate Review product;3191;2024-09-20 00:00:00;2025-02-26 00:00:00;;;Review
riskjourneytool review mip.xlsm;ORM;To be invited for challenge;IRM;To be informed;Payments_Giraal betvk/MIP - Manual Initiated Payments/2023-05-31 Initial Review product;1750;2023-05-31 00:00:00;2024-01-16 00:00:00;;;Review
;;;;;Hypotheken/Persoonlijk Hypotheek Advies/2024-05-31 Intermediate Review product;2828;2024-05-31 00:00:00;2025-01-19 00:00:00;;;Review
riskjourneytool review olrv.xlsm;ORM;To be invited for challenge;IRM;To be informed;Hypotheken - WUB/WUB Overlijdensrisicoverzekering (act)/2023-11-06 Initial Review product;2251;2023-11-06 00:00:00;2024-01-24 00:00:00;;;Review
riskjourneytool review pid.xlsm;ORM;To be invited for challenge;IRM;To be informed;Hypotheken - WUB/WUB Premie-_Inlegdepot (ACT)/2023-10-23 Initial Review product;2199;2023-10-23 00:00:00;2024-01-24 00:00:00;;;Review
;;;;;Telefonisch betaalkanaal/Saldolijn/2022-12-21 Review product;1299;2022-12-21 00:00:00;2024-02-28 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;To be informed;Beleggingsrekeningen/Vermogensbeheer/2024-12-09 Intermediate Review product;3471;2024-12-09 00:00:00;2025-01-29 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Betalen-Roodstand/ING Rood Staan voor studenten/2024-10-30 Intermediate Review product;3320;2024-10-30 00:00:00;2025-02-26 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;To be informed;Persoonlijke Lening Collections/Financieel Fit Krediet/2024-11-20 Initial Review product;3409;2024-11-20 00:00:00;2025-03-28 00:00:00;;;Review
riskjourneytool review hs.xlsm;ORM;To be invited for challenge;IRM;To be informed;Persoonlijke Lening/Herstructurering/2023-11-22 Initial Review product;2419;2023-11-22 00:00:00;2024-04-24 00:00:00;;;Review
riskjourneytool review ev.xlsm;ORM;To be invited for challenge;IRM;To be informed;Payments Acquiring/Koppeling Boekhoudpakket/2024-05-13 Initial Review product;2770;2024-05-13 00:00:00;2024-08-27 00:00:00;;;Review
riskjourneytool review .xlsm;ORM;To be invited for challenge;IRM;;Kantoren/ING Huizen/2024-09-03 Initial Review product;3135;2024-09-03 00:00:00;2025-01-30 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
riskjourneytool review lz products.xlsm;ORM;To be invited for challenge;IRM;To be informed;Lenen zakelijk/Review multiple products/2024-06-03 Initial Review multiple products;2835;2024-06-03 00:00:00;2024-08-29 00:00:00;;;Review
